ID_Muestra,Sitio_Proyecto,Grava_pct,Arena_pct,Limo_pct,Arcilla_pct,Humedad_pct,Limite_Liquido,Indice_Plasticidad,Capacidad_Carga_kNm2,Cohesion_kPa,Angulo_Friccion_deg,pH_Suelo,Sulfatos_ppm,Prof_Nivel_Freatico_m,Clasificacion_Target
625,Rosario,"24,73","18,77","14,43","42,07","26,59","16,92","21,17","236,46","58,69","30,58","6,41","1827,68","5,95",Apto
626,Córdoba Capital,"14,76","44,5","29,1","11,64","15,77","52,94","34,57","248,04","36,49","36,3","7,86","1859,63","1,42",No Apto
627,Córdoba Capital,"18,5","20,05","7,23","54,22","23,3","43,45","36,41","214,1","78,96","29,72","6,95","372,57","13,75",No Apto
628,Misiones,"29,9","36,79","22,18","11,13","16,47","15,27","14,26","293,18","23,78","37,02","7,18","54,53","6,53",Apto
629,Chubut,"1,47","14,83","17,35","66,35","14,14","45,55","29,89","135,54","91,18","24,74","7,58","1968,67","7,16",No Apto
630,Córdoba Capital,"10,1","32,52","14,69","42,69","5,75","35,56","8,5","205,44","63,26","31,78","8,27","1816,97","5,57",No Apto
631,Mendoza,"28,53","47,81","20,82",5,"5,12","46,17","6,17","309,74","18,18","40,05","7,05","158,12","9,6",Apto
632,Córdoba Capital,"35,81","27,38","22,6","14,22","11,82","35,9","24,61",298,"25,86","35,38","7,96","1674,42","11,87",Apto
633,Neuquén,"20,47","43,25","5,11","31,18","17,19","40,64","29,32","268,38","45,44","37,07","6,67","942,72","9,9",No Apto
634,San Juan,"21,28","49,77","9,17","19,77","30,54","46,45","32,85","284,66","32,96","39,19","7,74","554,98","11,35",No Apto
635,Chubut,"4,29","56,36","22,83","16,53","28,95","31,2","16,91","229,88","24,14","37,77",6,"1763,56","13,64",Apto
636,Mendoza,"17,9","21,73","21,66","38,71","13,01","15,11","5,23","215,06","60,04","30,1","8,18","433,5","13,02",No Apto
637,Salta,"21,3","29,97","29,15","19,58","12,34",49,"21,78","245,14","29,49","33,25","6,08","1897,23","10,27",Apto
638,Mendoza,"9,7","17,62","24,03","48,65","11,82","30,24","5,55","174,04","63,08","27,23","7,78","450,96","3,61",No Apto
639,Rosario,"10,77","59,62","28,77",5,"15,18","34,84","8,22","262,32","15,93","40,04","6,12","1246,68","9,75",Apto
640,Salta,"15,09","56,35","22,56",6,"19,95","15,31","16,43","273,06","16,55","39,92","6,67","485,02","7,84",Apto
641,Tucumán,"0,8",37,"12,45","49,75","18,16","34,68","20,3","177,2","70,95","31,26","7,24","1114,05","10,9",No Apto
642,San Juan,"12,88","52,1","7,63","27,38","11,55","54,46","14,78","255,72","40,01","38,21","7,05","1383,75","12,58",Apto
643,San Juan,"8,46","36,05","24,55","30,95","8,91","26,13","25,37","205,94","45,18","32,51","6,48","420,94","11,27",No Apto
644,San Juan,"13,1","41,18","21,1","24,62","5,38","30,82","6,94","234,76",43,"34,97","6,83","1065,73","12,78",Apto
645,San Juan,"4,79","14,46","6,2","74,55","9,62","42,49","10,06","148,08","102,62","25,3","7,82","964,67","1,43",No Apto
646,Misiones,"35,62","47,76",14,5,"26,16","47,59","29,33",338,"18,95","41,45","7,67","188,52","0,96",No Apto
647,San Juan,"23,74","16,39","28,92","30,95","12,31","31,7","9,97","227,74","47,31","29,66","6,18","1645,7","4,25",Apto
648,San Juan,"27,16","51,3","17,51",5,"19,06","27,39","27,39","311,24","16,84","40,82","7,87","704,58","13,56",No Apto
649,San Juan,"31,57","49,1","15,82",5,"22,74","52,51","6,91","324,48","17,15","41,04","6,13","1170,44","12,44",Apto
650,Chubut,"19,94","45,44","16,44","18,18","31,61","42,09","19,26","270,64","28,54","37,62","7,36","1053,83","10,4",Apto
651,Misiones,"3,48","11,81","10,22","74,49","31,67","19,76","11,21","137,54","106,76","24,24","6,65","1050,86","10,66",No Apto
652,Buenos Aires (CABA),"21,48","25,16","14,22","39,14","27,37","17,76","8,84","236,24","63,63","31,84","7,47","259,08","11,04",Apto
653,Mendoza,"23,47","23,16","14,25","39,13","6,05","34,34","24,85","240,2","60,93","31,64","6,65","875,79","14,17",Apto
654,Mendoza,"29,82","28,01","6,31","35,87","22,25","23,8","37,49","275,3","50,91","34,37","8,46","932,12","12,57",No Apto
655,Salta,"17,27","14,38","24,19","44,16","28,6","25,16","6,92","197,84","65,69","27,77","6,77","1480,6","9,54",No Apto
656,Chubut,"5,1","56,85","15,41","22,64","5,52","50,11","19,75","234,1","42,06","38,08","6,6","1688,04","10,15",Apto
657,Neuquén,"11,35","37,69","25,55","25,4","21,49","18,58","29,76","220,78","34,36","33,58","6,7","1112,72","3,6",No Apto
658,Mendoza,"14,52","25,28","26,26","33,94","30,73","43,61","21,19","208,64","59,2","30,49","8,24","219,23","10,03",No Apto
659,Córdoba Capital,"25,84","29,85","10,3","34,01","19,22","25,85","33,23","263,06","42,12","34,12","7,59","511,86","6,66",No Apto
660,Neuquén,"22,83","32,36","21,43","23,37","5,12","45,41","11,29","256,04","41,57","34,27","7,83","371,62","2,72",Apto
661,San Juan,"14,24","40,03","16,81","28,92","5,33","43,9","38,59","237,02","51,97","34,86","8,3",293,"12,19",No Apto
662,San Juan,"39,46","35,78",27,5,"17,5","15,3","18,48","329,4","15,43","38,63","8,28","763,5","7,9",Apto
663,Misiones,"24,23","55,97","10,39","9,41","9,65","35,37","16,95","308,86","20,54","41,64","7,85","497,32","14,67",Apto
664,Neuquén,"9,49","34,85","21,95","33,72","24,93","20,57","35,61","207,66","53,8","32,35","6,49","475,69","4,58",No Apto
665,Córdoba Capital,"4,07","59,61","20,19","16,13","26,26","49,65","24,74","235,5","38,62","38,7","8,11","156,65","7,47",Apto
666,Misiones,"6,11","52,57","12,38","28,93","10,34","49,86","23,08","229,58","43,31","36,99","6,51","84,46",7,Apto
667,Salta,"9,84","20,43","8,42","61,32","31,66","31,73","30,44","180,22","79,68","28,1","7,86","250,4","2,25",No Apto
668,Neuquén,"6,43","56,53","21,29","15,75","18,26","32,78","25,29","238,78","26,78","38,25","7,71","385,79","6,68",No Apto
669,Chubut,"7,46","15,82","23,46","53,25","9,29","27,13","10,69","161,48","66,14","26,24","7,9","890,42","4,67",No Apto
670,San Juan,"11,4","50,87","12,89","24,83","27,93","43,66","28,6","247,34","44,28","37,54","7,33","1045,51","2,82",No Apto
671,San Juan,"6,93","29,03","21,12","42,91","28,7","29,35","9,67","185,78","58,92","30,1","7,6","324,15","4,59",No Apto
672,Rosario,"35,87","53,9","14,88",5,"24,18","25,71","33,21","351,28","14,96","43,34","8,38","878,33","3,88",No Apto
673,Misiones,"3,21","53,4","22,83","20,56","30,6","32,29","39,64","219,64","39,22","36,66","6,25","716,41","11,14",No Apto
674,Buenos Aires (CABA),"20,98","50,3","9,98","18,74","27,12","18,66","18,21","284,52","30,6","39,29","6,77","407,68","0,95",Apto
675,Buenos Aires (CABA),"16,42","49,5","27,26","6,83","31,47","44,86","20,57","264,68","21,99","38,13","7,53","63,34","9,45",Apto
676,Misiones,"39,3","25,23","12,19","23,29","18,02","15,5","6,63","307,66","32,76","35,43","8,41","960,68","11,53",Apto
677,Chubut,"4,48","14,05","14,19","67,28","27,43","40,78","5,48","146,02","95,53","25,11","6,24","1387,02","7,47",No Apto
678,Tucumán,"15,91","30,15","6,45","47,48","34,99","22,31","37,25","223,94","68,69","32,23","6,06","491,24","14,01",No Apto
679,Misiones,"38,78","18,68","7,79","34,76","26,75","24,3","9,5","292,48","51,27","33,36","6,14","307,02","10,76",Apto
680,Chubut,"34,62","44,75","17,9",5,"8,43","40,43","20,6","327,98","16,65","40,35","6,13","1779,73","11,34",Apto
681,Salta,"32,68","27,3","11,69","28,32","20,55","54,72","33,54","285,32","37,55","34,73","8,27","586,3","3,36",No Apto
682,San Juan,"10,32","58,78","25,89","5,02","22,62","46,11","36,13","258,84","16,56","39,7","7,8","486,04","11,77",No Apto
683,Córdoba Capital,"6,84","42,05","5,37","45,75","10,23","24,03","23,18","211,46","64,19","33,98","7,69","1721,34","12,57",No Apto
684,Tucumán,"26,75","51,12","14,48","7,65","33,89","22,04","24,78","309,24","12,88","40,69","7,31","1643,36","5,74",Apto
685,Neuquén,"37,18","16,63","13,43","32,77","10,27","49,65","28,44","281,98","45,97","32,42","7,95","924,28","3,59",No Apto
686,Tucumán,"22,27","53,1","5,48","19,15","10,33","32,77","38,65","295,28","32,33","40,38","6,39","1004,02","6,08",No Apto
687,Córdoba Capital,"22,86","56,14","8,11","12,89","32,46","20,48","26,09","303,72","22,43","41,41","6,98","474,61","11,22",No Apto
688,Rosario,"11,2","34,35","15,34","39,11","18,96","49,49","24,58","213,5","44,87","32,54","7,23","202,69","6,56",No Apto
689,San Juan,"30,78","40,31","17,32","11,59","6,9","47,64","5,51","303,74","29,29","38,25","6,28","1168,19","11,18",Apto
690,Buenos Aires (CABA),"7,48","48,24","15,11","29,17","22,95","54,36","7,83","226,4","44,29","35,97","7,05","241,77","2,15",Apto
691,Chubut,"12,95","18,74","18,27","50,04","23,05","51,39","25,2","189,28","58,68","28,21","6,79","926,09","12,19",No Apto
692,Misiones,"17,02","35,13","19,88","27,98","6,94","49,07","37,77","238,34","54,25","33,94","6,09","1883,97","4,17",No Apto
693,Misiones,"20,3","29,93","5,25","44,51","34,18","17,1","35,33","241,06","69,62","33,04","6,34","1908,03","4,11",No Apto
694,Buenos Aires (CABA),"9,7","17,32","16,6","56,38","21,32","19,18","39,39","173,44","75,91","27,14","7,91","516,7","9,06",No Apto
695,Tucumán,"4,59","28,38","29,09","37,94","21,79","37,76","23,47","175,12","51,32","29,43","6,05","1267,02","1,52",No Apto
696,San Juan,"24,42","13,41","17,98","44,19","20,6","36,26","32,58","224,5","65,04","28,91","8,34","974,45","0,88",No Apto
697,Mendoza,"11,55","11,29","21,94","55,23","23,32","33,32","34,41","168,78","77,29","25,7","6,22","1757,59","4,28",No Apto
698,Chubut,"23,25","16,76","12,8","47,2","12,93","30,87","27,68","226,52","69,35","29,68",8,"579,29","8,3",No Apto
699,Salta,"6,17","58,16","24,35","11,32","13,62","32,25","16,86",241,"19,39","38,68","8,25","57,22","13,66",Apto
700,Córdoba Capital,"19,25","37,48","24,32","18,95","20,34","37,77","21,45","251,96","38,23","35,09","8,35","366,99","12,77",Apto
701,Tucumán,"21,3","58,29","18,03",5,"29,2","15,08","35,03","301,78","13,63","41,75","8,17","731,57","7,61",No Apto
702,Neuquén,"2,07","31,62","29,4","36,9","6,5","25,43","15,45","171,52","57,68","29,9","6,72","665,66","1,04",No Apto
703,Rosario,"13,46","25,59","8,14","52,81","23,1","35,73","37,33","205,02","69,39","30,37","6,83","1593,16","8,26",No Apto
704,Misiones,"5,38","35,31","5,42","53,89","29,2","43,89","13,04","192,14","87,91","31,67","7,07","1377,09","10,72",No Apto
705,Tucumán,"2,53","31,98","24,25","41,24","9,71","21,97","31,23","174,08","62,97","30,1","6,35","634,13","5,42",No Apto
706,Rosario,"39,6","15,28","25,18","19,94","5,45","36,88","27,07","288,96","48,35","32,5","6,06","942,6","2,11",No Apto
707,Córdoba Capital,"12,89","42,04","8,01","37,06","14,38","43,58","31,24","235,64","58,61","35,19","8,17","236,34","4,54",No Apto
708,Misiones,"32,39","20,8","11,64","35,16","22,64","32,79","20,31","271,16","49,38","32,72","7,39","1801,39","11,69",Apto
709,Misiones,"10,19","40,98","5,44","43,4","9,15","16,08","37,64","222,72","66,23","34,33","7,52","1874,08","5,59",No Apto
710,Mendoza,"27,26","42,51","12,33","17,9","17,78","32,97","27,14","294,06","35,98","38,2","8,32","1960,62","12,27",No Apto
711,Tucumán,"30,41","17,6","24,33","27,66","21,57","26,86","15,09","256,84","45,06","31,36","7,66","1743,68","5,13",Apto
712,San Juan,"23,83","13,07","17,95","45,16","22,97","52,19","27,35","221,46","67,34","28,69","7,73","389,22","2,87",No Apto
713,Buenos Aires (CABA),"18,86","49,04","13,7","18,4","13,23","19,98","15,04","273,52","35,89","38,48","7,97","140,08","6,82",Apto
714,Buenos Aires (CABA),"16,47","32,99","14,29","36,24",17,"41,1","15,28","231,86","48,52","33,19","6,29","1180,21","7,06",Apto
715,Salta,"13,95","12,91","5,03","68,1","28,35","17,11","18,99","181,62","86,4","26,66","6,9","1829,58","0,73",No Apto
716,Neuquén,"37,18","59,74","12,5",5,"33,24","32,85","34,84","368,2","12,03",45,"8,42","395,84","2,2",No Apto
717,Rosario,"33,22","12,89","21,16","32,72","30,86","37,16","22,51","258,66","49,9","30,51","8,31","63,73","3,18",Apto
718,Tucumán,"38,6","44,75","29,35",5,"21,93","26,92","28,76","343,9","14,88","41,14","8,21","1620,72","2,15",No Apto
719,Chubut,"4,97","59,18","26,18","9,67","17,31","33,2","18,72","238,24","16,73","38,75","7,13","199,75","5,45",Apto
720,Neuquén,"29,23","21,96","5,59","43,22","14,99","21,54","14,23","260,84","65,74","32,43","8,14","856,73","14,49",Apto
721,Mendoza,"37,53","17,11","27,46","17,89","8,75","27,16","38,41","284,34","32,88","32,64","6,12","1373,83","7,88",No Apto
722,Misiones,"7,25","16,07","24,58","52,1","8,2","39,84","26,13","161,14","73,36","26,27","6,37","511,76","9,6",No Apto
723,San Juan,"2,66","25,16","24,51","47,67","25,65","27,07","37,69","160,96","65,91","28,08","7,03","213,73","5,67",No Apto
724,Tucumán,"29,64","15,05","16,45","38,85","12,79","50,99","12,12","248,66","54,73","30,44","7,21","1551,54","5,19",Apto
725,Neuquén,"22,98","44,61","14,95","17,46","12,64","40,14","10,14","281,14","26,75","37,98","6,66","1278,84","0,84",Apto
726,Neuquén,"33,67","13,11","12,57","40,64","34,95","32,55","34,95","260,9","63,44","30,67","6,89","1977,56","7,75",No Apto
727,San Juan,"5,59","35,47","6,64","52,3","10,64","16,55","28,83","193,3","69,24","31,76","6,41","721,4","7,51",No Apto
728,Salta,"31,81","59,83","10,71",5,"9,44","34,98","11,53","346,9","17,05","44,31","7,22","170,44","2,79",Apto
729,Rosario,"8,07","50,7","11,17","30,07","7,96","45,59","14,43","233,68","54,39","36,82","7,98","1481,98","11,58",Apto
730,Rosario,"6,55","40,76","17,1","35,59","22,39","25,62","33,02","207,72","51,05","33,54","7,65","1067,38","7,64",No Apto
731,Neuquén,"6,57","25,31","23,69","44,43","23,84","47,27","20,89","176,9","68,12","28,91","6,27","465,75","5,42",No Apto
732,Córdoba Capital,"32,58","41,19","16,85","9,38","15,96","25,07","28,47","312,7","24,1","38,87","7,22","1574,37","2,63",No Apto
733,Neuquén,"26,61","36,35","6,45","30,59","21,06","47,95","16,14","279,14","48,27","36,23","7,74","447,32","8,51",Apto
734,Neuquén,"20,92","31,3","28,94","18,83","28,65","18,41","18,34","246,28","34,75","33,57","7,32","558,29","11,42",Apto
735,San Juan,"14,35","16,54","28,57","40,54","29,54","49,65","39,67","190,48","58,17","27,83","6,98","230,43","4,59",No Apto
736,Misiones,"35,09","54,33","24,63",5,"33,74","34,97","13,67","349,02","16,17","43,32","7,55","828,89","3,67",Apto
737,San Juan,"15,7","32,49","29,78","22,03","29,73","26,86","22,73","227,78","33,7","32,89","8,42","866,91","8,07",Apto
738,Tucumán,"32,66","19,73","18,61","28,99","21,95","25,6","34,55","270,1",45,"32,45","6,24","1053,4","2,75",No Apto
739,Neuquén,"17,57","28,39","29,07","24,98","10,39","32,28","13,37","227,06","37,05","32,03","6,98","1432,48","10,17",Apto
740,Rosario,"15,08","30,71","6,89","47,33","7,99","54,96","19,53","221,74","71,82","32,23","7,02","1816,9","9,28",Apto
741,Chubut,"18,51","51,38","14,14","15,97","6,64","23,81","26,53","276,8","20,67","39,12","7,44","318,58","1,76",No Apto
742,Rosario,"12,06","46,68","10,63","30,63",25,"19,13","21,84","241,6","49,16","36,42","6,38","155,98","1,03",Apto
743,Buenos Aires (CABA),"29,9","48,47","9,9","11,73","29,23","38,4","21,08","316,54","25,76","40,52","6,44","86,14","9,49",Apto
744,Salta,"20,11","10,55","8,52","60,82","20,26","34,54","17,69","201,54","84,21","27,19","6,71","330,06","4,77",No Apto
745,Mendoza,"9,29","30,81","20,56","39,34","6,64","35,97","25,53","198,78","62,33","31,1","8,39",1333,"1,75",No Apto
746,Tucumán,"35,98","34,07","24,53","5,42","21,06","41,68","26,85","312,06","15,07","37,42","7,84","1468,58","11,51",No Apto
747,Tucumán,"15,36","10,96","19,46","54,23","33,07","25,69","27,87","183,36","76,35","26,36","7,65","1583,69","5,05",No Apto
748,Salta,"21,74","22,99","8,67","46,59","22,93","51,43","7,46","232,94","57,33","31,24","8,04","525,23","7,16",Apto
749,Chubut,"36,26","48,01","25,28",5,"29,28","32,43","27,09","341,06","13,92","41,66","6,32","646,49","3,93",No Apto
750,Mendoza,"24,97","16,86","20,9","37,28",29,"20,16","38,36","233,6","59,01","30,05","8,15","992,11","9,6",No Apto
751,Misiones,"4,68","36,77","14,7","43,85","32,96","44,69","23,93","192,26","55,92","31,97","7,49","173,21","4,87",No Apto
752,Neuquén,"37,59","20,76","21,85","19,79","28,11","40,72","30,03","291,88","34,55","33,75","6,84","1241,73","14,54",No Apto
753,Mendoza,"25,11","10,61","11,5","52,79","27,43","27,63","24,49","221,66","69,96","28,2","8,04","1968,28","10,69",Apto
754,Chubut,"13,4","22,06","13,63","50,91","12,02","39,86","34,92","197,72","70,54","29,3","8,01","753,57","2,48",No Apto
755,Córdoba Capital,"5,57","58,79","27,94","7,7","6,8","23,79","37,54","239,86","16,15","38,75","8,11","1518,05","6,54",No Apto
756,Buenos Aires (CABA),"31,76","50,08","12,26","5,9","20,53","32,79","11,45","327,2","10,84","41,38","6,29","1025,07","6,09",Apto
757,Mendoza,"24,8","57,98","16,75",5,"8,73","50,98","20,29","315,16","17,93","42,35","8,42","299,23","8,25",Apto
758,Mendoza,"21,34","34,39","27,25","17,02","33,87","20,34","18,73","254,14","30,18","34,58","8,4","1185,36","12,71",Apto
759,Buenos Aires (CABA),"35,76","15,49","22,69","26,06","13,7","30,47","19,18","274,02","44,34","31,8","6,89","634,75","8,96",Apto
760,Neuquén,"31,54","37,4","6,56","24,5","30,59","47,85","9,39","300,96","43,37","37,53","6,16","117,09","1,39",Apto
761,Mendoza,"6,07","32,72","8,68","52,53","16,63","53,78","33,48","189,72","79,16","31,03","6,42","1288,11",10,No Apto
762,Buenos Aires (CABA),"12,47","52,22","5,2","30,12","14,7","33,16","6,25","254,32","46,81","38,16","8,48","1724,92","0,62",Apto
763,Buenos Aires (CABA),"9,94","14,9","20,77","54,38","33,05","35,28","23,49","169,56","81,6","26,46","7,41","722,3","11,81",No Apto
764,Buenos Aires (CABA),"29,76","34,41","16,19","19,64","15,9","37,89","28,17","287,86","28,69","36,28","6,89","811,08","10,17",No Apto
765,San Juan,"1,34","17,5","8,36","72,8","16,71","52,29","12,26","140,36","101,9","25,52","6,72","1787,49","4,98",No Apto
766,Chubut,"22,8","26,23","28,95","22,02","8,18","49,33","36,7","243,66","38,72","32,43","6,64","1636,54","4,74",No Apto
767,San Juan,"30,5","46,87","18,24",5,"25,11","21,82","34,35","315,74","17,17","40,16","7,66","1444,16","12,07",No Apto
768,Córdoba Capital,"35,07","33,8","11,05","20,08","13,67","32,47","21,49","307,88","36,32","37,15","7,05","535,15","11,86",Apto
769,Misiones,"13,68","28,79","17,52","40,01","22,57","33,56","19,39","212,3","53,21","31,37","8,41","1824,92","5,61",No Apto
770,San Juan,"32,85","29,72","21,99","15,44","22,74","46,56","13,28","290,84","22,54","35,49","7,71","351,11","4,83",Apto
771,San Juan,"4,43","32,97","6,91","55,7","26,58","39,12","30,55","183,66","85,39","30,78","7,98","1272,2","8,62",No Apto
772,Chubut,"33,86","49,25","11,87","5,02","27,36","41,17","9,61","333,94","15,18","41,55","6,73","106,16","0,62",Apto
773,Misiones,"5,1","54,6","25,17","15,12","20,43","54,93","28,81","229,6","27,23","37,4","6,2","1305,25","1,7",No Apto
774,Salta,"15,89","57,77","16,49","9,85","14,93",18,"34,49","279,1","16,31","40,51","7,22","590,43","2,33",No Apto
775,Buenos Aires (CABA),"31,89","49,35","18,66",5,"30,12","23,92",13,"326,26","8,59","41,18","6,79","926,87","3,19",Apto
776,Tucumán,6,"25,77","15,82","52,41","14,3","31,32","35,32","175,54","72,45","28,93","6,51","723,27","7,92",No Apto
777,Misiones,"9,17","44,41","6,1","40,33","20,23","28,91","6,17","225,5","56,69","35,16","8,38","386,88","14,89",Apto
778,Córdoba Capital,"28,89","31,88","9,14","30,09","17,04","15,87","36,95","279,32","46,12","35,34","7,11","1262,86","9,96",No Apto
779,Neuquén,"28,8","22,73","16,14","32,33","30,65","18,67","9,14","260,66","49,23","32,58","6,44","1769,85","1,39",Apto
780,Córdoba Capital,"25,65","52,04","10,23","12,08","17,96","42,24","27,6","306,68","36,94","40,74","6,5","1920,21","8,12",No Apto
781,Buenos Aires (CABA),"27,76","11,92","6,25","54,07","16,58","50,17","13,75","234,88","73,19","29,13","6,7","425,08","7,7",Apto
782,Misiones,"21,71","55,09","26,09",5,"25,69","35,57","34,28","297,02","23,9","40,87","8,5","1448,88","2,59",No Apto
783,Córdoba Capital,"10,07","33,07","29,53","27,32","23,07","36,57","22,93","206,42","50,99","31,94","6,67","1345,46","13,84",No Apto
784,Córdoba Capital,"13,83","41,86","24,83","19,48","8,22","25,2","9,73","239,04","37,14","35,32","6,82","719,59","6,89",Apto
785,Salta,"7,26","42,97","26,34","23,42","20,25","45,72","24,98","214,98","36,93","34,34","7,65","87,24","14,92",No Apto
786,Salta,"36,34","54,76","11,05",5,"27,06","45,07","19,28","354,88","9,19","43,7","6,73","1395,09","6,59",Apto
787,Misiones,"23,34","41,83","29,02","5,82","34,76","38,53","28,15","277,02","19,37","37,22","6,54","1893,71","9,32",No Apto
788,Buenos Aires (CABA),"16,03","40,7","9,92","33,35","23,87","23,51","35,87","245,52","55,11","35,42","6,4","1282,63","2,02",No Apto
789,San Juan,"18,48","13,33","28,79","39,4","16,11","18,88","19,33","200,58","66,02","27,7","6,78","898,82","7,09",No Apto
790,Rosario,"37,89","35,92","29,87",5,"11,78","17,57","15,15","323,4","11,25","38,35","6,26","1074,05","3,96",Apto
791,Mendoza,"6,13","17,51","22,79","53,56","31,18","38,71","5,51","159,54","73,05","26,48","6,05","439,28","12,62",No Apto
792,Tucumán,"23,45","46,87","29,53",5,"29,44",48,"25,12","287,54","11,28","38,75","8,01","1513,56","11,87",No Apto
793,Mendoza,"20,24","35,61","19,24","24,91","12,02","49,33","19,08","252,18","36,72","34,73","6,34","1505,52","12,45",Apto
794,Chubut,"24,46","44,01","11,49","20,04","11,02","33,54","18,11","285,86","37,37","38,1","7,94","333,76","10,99",Apto
795,Salta,"0,72","12,08","15,92","71,27","26,45","46,37","11,4","127,04","92,13","23,77","7,99","1762,06","12,57",No Apto
796,Misiones,"34,88","14,24","19,84","31,04","14,45","52,88","20,05",268,"43,13","31,25","7,34","574,92","3,41",Apto
797,Mendoza,"37,28","45,82","6,83","10,07","14,19","26,01","39,46","340,76","26,07","41,2","6,77","1965,4","7,05",No Apto
798,Buenos Aires (CABA),"22,61","13,6","20,56","43,23","9,57","30,92","15,42","217,64","64,13","28,6","6,36","796,66","10,53",No Apto
799,Tucumán,"27,87","13,56","29,53","29,04","12,92","52,26","25,99","238,6","46,6","29,64","7,84","396,87","9,74",No Apto
800,Mendoza,"36,9","10,61","9,75","42,74","17,83","28,53","32,18","268,82","58,02","30,56","7,5","735,85","10,89",No Apto
801,Tucumán,"28,29","57,83","24,81",5,"26,99","51,56","31,22","328,82","22,47","43,01","7,64","908,35","3,75",No Apto
802,Neuquén,"6,1","46,88","27,7","19,33","15,09","54,24","16,51","218,16","33,27","35,28","6,02","185,15","1,93",No Apto
803,Buenos Aires (CABA),"23,05","27,66","28,59","20,69","14,86","41,47","26,38","247,52","46,73","32,91","8,32","1177,53","13,79",No Apto
804,Rosario,"24,27","24,83",29,"21,9","13,55","47,68","35,49","246,74","37,09","32,3","6,17","1215,38","8,62",No Apto
805,Córdoba Capital,"16,97","27,49","18,04","37,51","19,35","44,98","5,54","222,86","43,35","31,64","6,92","1490,91","2,73",Apto
806,Tucumán,"29,46","48,73","29,43",5,"10,42","42,98","20,25","315,3","4,11","40,51","7,01","106,88",12,Apto
807,Buenos Aires (CABA),"37,37","43,07","23,93",5,"19,57","27,28","12,85","335,62","19,12","40,39",6,"1105,41","13,77",Apto
808,Tucumán,"37,02","19,26","9,04","34,68","26,13","17,28","18,6","286,6","58,12","33,18","7,24","153,17","2,96",Apto
809,Tucumán,"18,03","18,71","16,92","46,34","5,89","28,72","19,56","209,54","61,69","29,22","7,88","1417,23","12,35",No Apto
810,San Juan,"4,53","14,92","22,96","57,59","5,29","41,68","31,13","147,96","89,61","25,38","8,06","158,67","14,03",No Apto
811,San Juan,"39,39","43,02","11,18","6,41","7,25","19,1","8,28","343,6","26,01","40,78","8,2","1827,87","14,11",Apto
812,Buenos Aires (CABA),"33,56","48,22","21,02",5,"21,07","15,48","22,94","330,68","17,05","41,18","7,22","1419,06","13,76",Apto
813,San Juan,"4,99","23,25","21,67","50,1","30,63","20,59","24,75","166,46","72,82","27,97","7,58","1039,41","8,42",No Apto
814,Chubut,"36,83","11,05","9,07","43,05","5,15","43,63","22,3","269,42","66,13","30,68","6,2","910,93","5,67",Apto
815,Rosario,"34,8","14,11","19,13","31,97","33,1","53,91","30,62","267,42","57,81","31,19","7,22","304,81","0,61",No Apto
816,Misiones,"20,75","58,39","24,29",5,"8,19","54,32","18,43","299,78","19,41","41,67","6,39","617,45","1,38",Apto
817,Buenos Aires (CABA),"23,65","24,77","17,47","34,1","30,26","34,76","38,07","244,14","51,86","32,16","6,92","1744,47","6,72",No Apto
818,Buenos Aires (CABA),"15,96","48,46","5,3","30,28","19,49","49,77","21,86","260,76","49,7","37,73","6,82","1813,68","6,29",Apto
819,Chubut,"2,19","41,23","5,23","51,35","24,78","44,47","24,99","191,22","74,31","32,81","7,06","51,46","3,18",No Apto
820,Salta,"13,41","29,1","13,93","43,57","20,32","35,04","33,89","211,84","66,91","31,41","7,43","1208,57","6,23",No Apto
821,Salta,"32,11","20,28","28,15","19,45","19,31","37,91","14,63",269,"25,49","32,51","8,26","1452,64","3,03",Apto
822,San Juan,"0,19","16,07","10,72","73,03","30,05","20,49","7,63","132,9","99,22","24,86","6,99","1256,56","12,81",No Apto
823,Misiones,"13,34","40,75","20,86","25,05","27,68","52,51","29,77","234,86","42,36","34,89","8,45","209,28","4,82",No Apto
824,San Juan,"15,93","48,73","10,55","24,79","19,5","29,08","21,91","261,18","39,38","37,8","7,9","474,56","9,18",Apto
825,Neuquén,"21,5","42,2","13,04","23,27","8,35","32,85","36,38","270,4","41,84","36,96","7,28","538,16","7,79",No Apto
826,Neuquén,"36,79","36,52","26,2",5,"8,46","41,87","39,39","320,2","25,61","38,31","7,61","1671,86","1,25",No Apto
827,Córdoba Capital,"13,85","12,1","23,22","50,83","29,05","28,36","18,97","179,6","71,69","26,4","6,26","953,24","14,16",No Apto
828,Neuquén,"13,88","58,42","7,38","20,31","20,88","25,17","19,54","272,36","37,83","40,3","8,11","999,32","8,14",Apto
829,Salta,"29,5","49,94","15,72",5,"19,45","40,24","19,28","317,88","24,03","40,88","7,46","1873,04","5,21",Apto
830,Rosario,"18,09","24,64","5,73","51,54","25,42",16,"16,36","221,64","72,66","31,01","8,47","1292,32","2,79",Apto
831,Neuquén,"8,98",59,"17,02",15,"30,77","43,83","32,36","253,92","23,56","39,5","7,59","1802,4","5,41",No Apto
832,San Juan,"18,1","40,09","21,56","20,25","23,87","35,56","31,56","252,58","37,38","35,65","8,09","940,19","0,8",No Apto
833,Tucumán,"5,63","39,12","7,96","47,28","27,89","39,23","21,75","200,76","55,73","32,86",8,"341,4","5,77",No Apto
